title,price,image
"Lexus RX 2 поколение [рестайлинг] Кроссовер , 2008",16200$ ,
"Toyota Camry XV40 , 2007",11000$ ,https://i.cars.kg/preview/r/NC2CP4XADl-nuK5LgW0VuQ/1080x-/20220820/e194106aa0ee7dd30af592b7673db133.jpg
"Nissan Note E11 Хетчбэк , 2008",5500$ ,https://i.cars.kg/preview/r/cCsL_u-e5NCvDsJMMAq2xw/1080x-/20220820/34fd7b6cb903b759e7c7efea9e746866.jpg
"Lexus LX 3 поколение [рестайлинг] Внедорожник , 2014",75000$ ,https://i.cars.kg/preview/r/CzWScd3XwqKaZzfED35QxQ/1080x-/20220819/50530dda78601c940ee6931b66f77748.jpg
"Kia Carnival , 2020",61000$ ,https://i.cars.kg/preview/r/TtwZWWkZicEy_JiYrZBoVQ/1080x-/20220819/5309d4100376de11e06b6dc194ebdf60.jpg
"Toyota Camry XV30 Седан , 2003",9600$ ,https://i.cars.kg/preview/r/DzO2_ksTe8x6rVipi8seag/1080x-/20220819/6f20fa6a5eb7f62b01e0470016a7de17.webp
"Infiniti FX-Series , 2006",12000$ ,https://i.cars.kg/preview/r/xg4aAFDwNSGkq1rSDq6qQw/1080x-/20220819/eaf634cf0d1dd4ee9b73f7159211bbb3.jpg
"Subaru Legacy 5 поколение [рестайлинг] Седан , 2016",14500$ ,https://i.cars.kg/preview/r/Uqa2mCTmmJN8Cy0CeP1e8g/1080x-/20220819/4d25f89c177e4f8a518217d69f131579.jpg
"Mercedes-Benz E-Класс W210/S210 [рестайлинг] AMG седан 4-дв. , 2000",25000$ ,https://i.cars.kg/preview/r/FFOzmUqrVRJY_7xdwJm9xw/1080x-/20220819/b8efafa0a7906d09e03044dfdee3b739.jpg
"Toyota Corolla E130 [рестайлинг] JDM седан 4-дв. , 2006",8300$ ,https://i.cars.kg/preview/r/yCaC7AROYURW0S32IO7GhA/1080x-/20220819/1ee60426779abdcb80f982d19de8e952.jpg
"Mercedes-Benz GLE-Класс , 2015",15000$ ,
"ВАЗ (Lada) 2109 1 поколение Хетчбэк , 1991",829$ ,https://i.cars.kg/preview/r/KFvEjkA40G4zNb1Gwe1k-Q/1080x-/20220818/7393c16a2b12eaa315819ec3ed06dcf2.jpg
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",23500$ ,https://i.cars.kg/preview/r/N4pP2pKu0Anqi8oO8Ae13g/1080x-/20220818/a572a72252819f409efaf1cbcf38a212.jpg
"Volkswagen Passat B5 , 1998",3500$ ,https://i.cars.kg/preview/r/Z9RyrRDG17ehvifsDmRoYQ/1080x-/20220818/efd9e2a0710809ac820f3fdc24f6ab22.jpg
"Lexus LX 2 поколение Внедорожник , 2005",24000$ ,https://i.cars.kg/preview/r/xDwjeBqXuqNzXldJtHd8DQ/1080x-/20220818/37b18d5d44cca50dbb9aeb13c2977a8e.jpg
"Mercedes-Benz E-Класс W211/S211 Седан , 2004",9500$ ,https://i.cars.kg/preview/r/XjfTiAxzB1RAJq7HJxD3sg/1080x-/20220817/30f75a9fc85c4d968acd8b9a32cc960c.jpg
"Mazda 6 1 поколение Седан , 2002",5500$ ,https://i.cars.kg/preview/r/deOTVoi398ElAXLMxK8zYg/1080x-/20220817/e25ab40b75528f464f583c0c704db806.jpg
"Mazda 6 2 поколение Седан , 2009",10500$ ,https://i.cars.kg/preview/r/a48Vf09PNw_uzIk1_s4WvQ/1080x-/20220817/9035b189125175f71c78655a299c08c8.jpg
"Hyundai Getz 1 поколение [рестайлинг] Хетчбэк 5-дв. , 2007",4500$ ,https://i.cars.kg/preview/r/wow5qhuR-ToF_1nvzM6wTA/1080x-/20220817/c7c89caf6aa95d21bd6a6adce2c975cd.jpg
"Honda Accord 6 поколение Седан , 1998",4400$ ,https://i.cars.kg/preview/r/NlqkZmZnCIorJg5_KrXl7Q/1080x-/20220817/df562df15964e613bdcd3749d12aa7c9.jpg
"Toyota Avalon XX40 Hybrid седан 4-дв. , 2014",22400$ ,https://i.cars.kg/preview/r/P9f149XPBuIUB542-tTMuA/1080x-/20220817/9edc4a0923522e7c8dc8ff47bcc113de.jpg
"Lexus GX 1 поколение Внедорожник , 2003",22000$ ,https://i.cars.kg/preview/r/30BVimbo_FdTsAdFYuNvLQ/1080x-/20220817/0b25a7f8b294e443f69fb2166058e5fb.jpg
"Mercedes-Benz GL-Класс X164 [рестайлинг] Внедорожник 5-дв. , 2010",18000$ ,https://i.cars.kg/preview/r/4WG7os02iF7udyncY0Rubw/1080x-/20220816/238cba5d2697d362ad9d967fa4505a17.jpeg
"Honda Accord 9 поколение Седан , 2015",15500$ ,https://i.cars.kg/preview/r/ZV6MbkyozvJmKXEKfm77Cw/1080x-/20220816/9e27424f9b6eb0afaf6b80b06c053097.jpg
"Honda Odyssey 2 поколение Минивэн , 2000",5700$ ,https://i.cars.kg/preview/r/bOCfMLOe4QZoYbjTUt_oTA/1080x-/20220816/38594ecbf47d0797ede479a6761b025c.jpg
"Mercedes-Benz E-Класс W124 Седан 4-дв. , 1987",2368$ ,https://i.cars.kg/preview/r/xoPy9DvJeLrq4FBHNokcuA/1080x-/20220816/bead37ce505b8d8c85d0a185cbf57999.jpg
"Hyundai Elantra MD [рестайлинг] Седан , 2016",14500$ ,https://i.cars.kg/preview/r/oV4nJ_AiuTPNjYW2Lo-swQ/1080x-/20220816/bb7f04cc24bf9705bfd236f20c91d8af.jpeg
"Hyundai Avante J2 Седан , 1996",1480$ ,https://i.cars.kg/preview/r/WheBwb978tXqau_FDL-u6Q/1080x-/20220816/7f1fa9bee004b749478c1f1f8e708e72.jpg
"Daewoo Kalos 1 поколение Хетчбэк , 2003",3671$ ,https://i.cars.kg/preview/r/tKWXYMHmYgdh99QxdQH1_w/1080x-/20220815/73a80838d94620943b4e0e8a0cfbebb3.jpeg
"Mercedes-Benz CLA-Класс C117 [рестайлинг] Седан 4-дв. , 2020",55000$ ,https://i.cars.kg/preview/r/I3LvQtRWCHeCzwaEZeZUvA/1080x-/20220815/2b547dfeb2a449821c28171ce5e88d2a.jpg
"Hyundai i20 1 поколение Хетчбэк 5-дв. , 2010",6514$ ,https://i.cars.kg/preview/r/s-yPAJJtt0mEqMpQsQIDKw/1080x-/20220815/bf64f641cc48f9d48fabbc3f96896f04.jpg
"Mercedes-Benz E-Класс W211/S211 Седан , 2003",13900$ ,https://i.cars.kg/preview/r/XNcsPCSTEAJyQhUQ3gsWhQ/1080x-/20220814/e32ec9092dbe06ef1144f378e06b1325.jpg
"Lexus LX 2 поколение Внедорожник , 2004",24000$ ,https://i.cars.kg/preview/r/PXmt1LTixistWiFkFvQEQg/1080x-/20220814/20988012ae28a84d593c22a6a7996eb0.jpg
"Toyota Avalon XX40 Hybrid седан 4-дв. , 2016",23500$ ,https://i.cars.kg/preview/r/cIQsgONA3uRxX8ZPIWe6eQ/1080x-/20220814/151fb19d480319fffd5723bf6f8c1871.jpg
"Ford , 2016",40000$ ,https://i.cars.kg/preview/r/eKEqibfE7nNvEwKe_c-k8w/1080x-/20220814/cf480352d69edca64f0b78c9ed52039c.jpg
"Honda Odyssey 3 поколение Минивэн 5-дв. , 2005",8400$ ,https://i.cars.kg/preview/r/hI9tdZTkhKLpnHVez4snIw/1080x-/20220814/71fa7b6dd5db9e2e8306534eea32823d.jpg
"Subaru Outback 3 поколение Универсал , 2005",8600$ ,https://i.cars.kg/preview/r/2fRRYVtLoYrBLpY_CVn08g/1080x-/20220814/4b1d1c0997f5ec4278b9d9f445359153.jpg
"Subaru Outback 3 поколение Универсал , 2005",8500$ ,https://i.cars.kg/preview/r/7kUwd_v_PE5DisQCRiI8PQ/1080x-/20220814/7f7a0df27b294b769d4865d1c9133a5b.jpg
"Mercedes-Benz E-Класс , 1998",5200$ ,https://i.cars.kg/preview/r/2SXtB5y_6EaZMWI8sRJ5bA/1080x-/20220813/f322d3070a5c5b45ee057b68147e376d.jpg
"Subaru Legacy 4 поколение Седан , 2003",6700$ ,https://i.cars.kg/preview/r/eT4Qrui7PTlKFrSb3rnM8A/1080x-/20220813/ac9d2e3395a763b9c740128c65b3803f.jpg
"Lexus RX 3 поколение Кроссовер 5-дв. , 2010",30000$ ,https://i.cars.kg/preview/r/9khtPVUUpOkzgVyTsB3M3A/1080x-/20220813/4ca80d5896c1509f63b7b4fffa08558b.jpg
"Mercedes-Benz CLA-Класс C117 [рестайлинг] Shooting Brake универсал 5-дв. , 2016",1450$ ,https://i.cars.kg/preview/r/IEJuP9RPsqKAgBeGz0W17w/1080x-/20220811/71d2437b0efb5fa3f8479fe3399d4e8f.jpg
"ВАЗ (Lada) 2109 1 поколение Хетчбэк , 1997",829$ ,https://i.cars.kg/preview/r/QF8IZyKwUHrHmTsdbWNE8Q/1080x-/20220810/59142ca36df4008c22921f173dc2958b.jpg
"Daewoo Matiz M150 [рестайлинг] Хетчбэк , 2002",1421$ ,https://i.cars.kg/preview/r/9MkGZj0qwIOn37VMAP26PQ/1080x-/20220810/11670f61d85e81d6724c5db4ee1a0437.jpg
"BMW X5 F15 Кроссовер , 2017",38000$ ,https://i.cars.kg/preview/r/OrOoDpSOlcFuJ3JyYSdFCQ/1080x-/20220810/e84ba4d95210ab40081f57e7e6e7c9ba.jpg
"Mercedes-Benz Sprinter W906 Микроавтобус 4-дв. , 2009",17000$ ,https://i.cars.kg/preview/r/ECnuH8iOyKAtAIq8dGvmNg/1080x-/20220810/f84522effc8ab42a988ba6d14ad0d157.jpg
"Daewoo Kalos 1 поколение Хетчбэк , 2003",3790$ ,https://i.cars.kg/preview/r/FYajX7fqHMHSVCWP4S4Ftg/1080x-/20220810/74d7c51b7b7231872692a05b4be2fbbb.jpg
"Toyota Innova 1 поколение Минивэн , 2009",10200$ ,https://i.cars.kg/preview/r/N43LS7B7shdr90aNFHmmpg/1080x-/20220810/251c07ae66aa01bfbcaf6cc7457bc9f2.jpg
"Chevrolet Spark M300 Хетчбэк , 2018",8300$ ,https://i.cars.kg/preview/r/5bigFCJJjk2VAYcneGxN_A/1080x-/20220810/d70ced7afc7a1e00071fd3aca15f3fd8.jpg
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",24200$ ,https://i.cars.kg/preview/r/O1DBum1Nvc2t5h67RlUIYg/1080x-/20220810/464effeaf89b5813c4243c018f84433e.jpg
"Toyota Raum 2 поколение Минивэн , 2004",6500$ ,https://i.cars.kg/preview/r/3BtqkuJnSLsv__Gvvr7buQ/1080x-/20220810/fc9fdc206c220a4f23644e52f8815560.jpeg
"BYD :Marvel R, 2021",39000$ ,https://i.cars.kg/preview/r/rMtUDChvsNqehHb8qsE8Vw/1080x-/20220810/63bafe62aab642742a245ee9dea25766.jpg
"Mercedes-Benz A-Класс W169 Хетчбэк 3-дв. , 2004",120$ ,
"Lexus LX , 2022",199999$ ,https://i.cars.kg/preview/r/8ryjfxPrkf6oAh8D3uEkxw/1080x-/20220810/376f767442c1c0219657253cec659454.jpg
"Lexus GX 1 поколение Внедорожник , 2008",27800$ ,https://i.cars.kg/preview/r/BgD-Qp_4agJmJO8GkLEXGg/1080x-/20220810/32828c84254ceb6b9d018d50bf257aa8.jpg
"Hyundai Sonata YF Седан 4-дв. , 2018",15300$ ,https://i.cars.kg/preview/r/pCOWiafF8gcs7pkuEE_nPg/1080x-/20220810/ca84e1b0fd73b7d0ee011a3f66170aa3.jpg
"Volkswagen Touareg 1 поколение [рестайлинг] Кроссовер , 2008",11700$ ,https://i.cars.kg/preview/r/ui3YKuZSO3SpHhgwWH9vuQ/1080x-/20220810/91f761a13b41f91a8487ffa705f18df2.jpg
"Mercedes-Benz E-Класс W210/S210 Седан 4-дв. , 1996",6000$ ,https://i.cars.kg/preview/r/zn8lfjvWcaXINHvtLa1mEA/1080x-/20220809/ec878034bb82667abb1f92a13818fe47.jpg
"Nissan Cube 2 поколение Минивэн 5-дв. , 2003",4800$ ,https://i.cars.kg/preview/r/ZkFc8KIX0YJWDaOn97FTJg/1080x-/20220809/6666ac63fb494d61567856aa5ce98fb0.jpg
"ВАЗ (Lada) 2107 1 поколение Седан , 2003",1302$ ,https://i.cars.kg/preview/r/OKPWgHnvNRLZJPWjF3r5ag/1080x-/20220809/401c9a5528e682ec61e56e38941be5be.jpg
"Mercedes-Benz Sprinter W906 Микроавтобус 4-дв. , 2003",12700$ ,https://i.cars.kg/preview/r/VEcStmA2SCIf7yeBSyxnhw/1080x-/20220809/95fdd73fc275ca8a9a0d4b094ee4318a.jpg
"ВАЗ (Lada) 2106 1 поколение Седан , 1996",1421$ ,https://i.cars.kg/preview/r/jER8W0ddD3JRbORqm3YsuA/1080x-/20220809/baf000c6b29b9d631f15ac92579561bb.jpg
"Subaru Outback 5 поколение Универсал , 2015",18000$ ,https://i.cars.kg/preview/r/3E-8oscIPQ2AvGPlxFjr_g/1080x-/20220809/6a57b2acaa0048216bf13fb708f26622.jpg
"Mercedes-Benz M-Класс , 2007",19500$ ,https://i.cars.kg/preview/r/Qcr56g3kp94piyjyQcDkvA/1080x-/20220809/75103517e27b7e01f6a967bdb2fb46f4.jpg
"Toyota Land Cruiser Prado J150 [рестайлинг] Внедорожник , 2013",38000$ ,https://i.cars.kg/preview/r/P_6Bf0KgV4DToncG1ne2NA/1080x-/20220809/77d5a77f0a0329d296e81a62e1018550.jpg
"Toyota Camry XV50 [рестайлинг] Седан , 2018",30000$ ,https://i.cars.kg/preview/r/zKfgTZi92IBe-MAyDRhYvg/1080x-/20220808/5e3cacde49d4ec0b9179037605904186.jpg
"Toyota RAV4 , 2017",23000$ ,https://i.cars.kg/preview/r/rs5SXlXR4YfmDKdd_glfsg/1080x-/20220808/38be9dfc3d318f59a202acfb1081fc33.jpg
"Mercedes-Benz C-Класс W204/S204/C204 [рестайлинг] Седан 4-дв. , 2011",11500$ ,https://i.cars.kg/preview/r/_sMcVjFY9ddDKCtriIFJeQ/1080x-/20220808/f4cff83f7e2ccb0619f2e3ec8a564923.jpg
"Toyota , 1993",18000$ ,
"BMW 5 серия F07/F10/F11 Седан , 2011",16000$ ,https://i.cars.kg/preview/r/KvblusM_xBGUs7OHIWg16A/1080x-/20220808/b3f2c8ce5faafdec55da62855cdbd80e.jpg
"Honda Fit 1 поколение Хетчбэк , 2004",6400$ ,https://i.cars.kg/preview/r/3uywDXcFhGI5rp9XofkLiQ/1080x-/20220808/a215e1f2c492a17ce75420986d1205bc.jpg
"Toyota Prius C 1 поколение Хетчбэк , 2016",12000$ ,https://i.cars.kg/preview/r/hO_ADA8_nJwdJut0-J4CpA/1080x-/20220808/05ef777fd0d198de04ed0c0d9be1a609.jpg
"Porsche Cayenne 957 Кроссовер , 2008",13500$ ,https://i.cars.kg/preview/r/YK1fwUAM5Ki1YwwDigYH8A/1080x-/20220808/8af8db345f4627d07580cdda9c3369d6.jpg
"Renault Megane 1 поколение [рестайлинг] Classic седан , 2002",2605$ ,https://i.cars.kg/preview/r/WDrH0LuBRFOH_jVpw_ZfOw/1080x-/20220808/0c7a45c20a6ab6ae703ab79c193af2c1.jpg
"Daewoo Nexia 1 поколение Седан 4-дв. , 2006",1700$ ,https://i.cars.kg/preview/r/Vxi7VQMSfObXmU1E3_Qxxg/1080x-/20220807/6388e23f6b9f9295ad9c76bb2d180e02.jpeg
"Toyota Land Cruiser J200 Внедорожник , 2010",42500$ ,https://i.cars.kg/preview/r/Mx7BCnEhzzAgCX6MJOYcKw/1080x-/20220807/c32cbea7d0d27813cda28ae5f4e98f19.jpg
"ВАЗ (Lada) 2109 1 поколение Хетчбэк , 1994",829$ ,
"Mercedes-Benz CL-Класс C216 Купе 2-дв. , 2007",22000$ ,https://i.cars.kg/preview/r/EJ2JwulcYrNRVwqDZWAxPA/1080x-/20220807/d759bf5393dc2cc0150e37649ac31f0a.jpeg
"Mercedes-Benz E-Класс W211/S211 Седан , 2002",8400$ ,https://i.cars.kg/preview/r/lcvBWciu-5Q9V7UlEGD9sQ/1080x-/20220807/08042c6296cf0fdad1349c84ae06e956.jpeg
"Subaru Outback 3 поколение Универсал , 2003",6000$ ,
"Mercedes-Benz CLS-Класс C219 AMG седан 4-дв. , 2005",12$ ,https://i.cars.kg/preview/r/HWQBN6c36Ssfqfkyi27KgQ/1080x-/20220806/13eead9837b6d581dc54cd9d1e191ed2.jpg
"Daewoo Nexia 1 поколение Седан 4-дв. , 1995",1065$ ,
"Daewoo Nexia 1 поколение Седан 4-дв. , 1995",1065$ ,
"Daewoo Nexia 1 поколение Седан 4-дв. , 1995",1065$ ,
"Honda MN-V, 2022",27500$ ,https://i.cars.kg/preview/r/zMAXbSB6VFLuXNw7JRpINQ/1080x-/20220806/33b281136c732ccb8e7913f17745d6d7.jpg
"Toyota Avalon XX40 Hybrid седан 4-дв. , 2018",25800$ ,https://i.cars.kg/preview/r/vQv55bFCfBaOGn5KOk_KNg/1080x-/20220806/8eca3e2302793e73721931b4667fbaa6.jpg
"Honda Civic 9 поколение [рестайлинг] US-spec седан 4-дв. , 2017",17000$ ,https://i.cars.kg/preview/r/ed1e6UrUW4XtmPX1N4Ao-g/1080x-/20220806/68f339810623cecf615617991a9f57a3.webp
"Honda Accord 5 поколение Седан , 1994",2961$ ,https://i.cars.kg/preview/r/SySVdbKpPr65rYzMmveWkg/1080x-/20220806/029c32c3b26a3947b048968aa8746ead.jpg
"Mercedes-Benz E-Класс W211/S211 Седан , 2003",12000$ ,https://i.cars.kg/preview/r/EH22uJIawwYLvCUY2OlH5w/1080x-/20220806/2ba3fd841172d8068f9215697274ba31.jpg
"Toyota Land Cruiser J200 [2-й рестайлинг] Внедорожник , 2014",48000$ ,https://i.cars.kg/preview/r/QGkME38pVcitIims9rcMEw/1080x-/20220806/86683ba536233154408fd7d0a56ca7b6.jpg
"Volkswagen Touareg 1 поколение Кроссовер , 2004",5777$ ,https://i.cars.kg/preview/r/CBKlTtr8Hug9fASfCHgNOQ/1080x-/20220806/b660b9b4ea5bb8ecc130b5c139ed46c2.jpg
"Hyundai Elantra MD [рестайлинг] Седан , 2017",13500$ ,https://i.cars.kg/preview/r/kjIFR6yeBQEADA9Xsz-0Kw/1080x-/20220805/367b2776642c48cb5af1d244423d9d5d.webp
"Lexus GS 2 поколение Седан , 2002",8000$ ,https://i.cars.kg/preview/r/L9sblrevEDUsGN23duOgHA/1080x-/20220805/628542f3e100dce768f730eab6f0e389.jpeg
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",24000$ ,https://i.cars.kg/preview/r/ELxpxS_eI3eTj7W6WJPC0Q/1080x-/20220805/5886549b2aafcc4429cef26786fda8ff.jpeg
"Honda Insight , 2019",20000$ ,https://i.cars.kg/preview/r/YDYc0zttYcpvCwHylpH3bQ/1080x-/20220805/cfb5ca8afb4f0ed065fa8d3e471e7cc9.jpeg
"Opel Ascona , 1985",1776$ ,
"Opel Ascona , 1985",1776$ ,
"Opel Ascona , 1985",1776$ ,
"Opel Ascona , 1985",1776$ ,
"Opel Ascona , 1985",1776$ ,
"Toyota Aristo S16 Седан , 1998",11000$ ,https://i.cars.kg/preview/r/-34pShrxW5GByllkhb6hxA/1080x-/20220805/b48f81912bb3bbb754c25003ba40a093.jpg
"Daewoo Matiz M200 Хетчбэк , 2007",2$ ,https://i.cars.kg/preview/r/Gh2IfXYG-ORaaE8_xPw8jQ/1080x-/20220805/1ef9b87fa87e2c17f1cb65009b2d2f84.jpg
"Daewoo Lacetti 1 поколение [рестайлинг] Седан , 2004",4$ ,https://i.cars.kg/preview/r/cneusRpvLZUj9vtzjd7E4w/1080x-/20220805/699e097ba8695a23ae3242afe0af7b95.jpg
"Nissan Juke YF15 Кроссовер , 2011",9500$ ,https://i.cars.kg/preview/r/9QphGDmLIUhT57Rmx1tU6w/1080x-/20220805/66861135f1a00d319614fb1fb4a585f6.jpeg
"Mercedes-Benz E-Класс W210/S210 Седан 4-дв. , 1996",6800$ ,https://i.cars.kg/preview/r/cXzH939ICUJE9tjQYLFaSw/1080x-/20220805/55c0b8d4262180a1c178b1f09c82c703.jpg
"Subaru Forester 3 поколение Кроссовер , 2009",10800$ ,https://i.cars.kg/preview/r/mEdsL1tbNm3QspGUZcTfdg/1080x-/20220804/ca0720282a3ccd1e4730738f330412ac.jpg
"Volkswagen Passat B3 Универсал , 1991",2410$ ,https://i.cars.kg/preview/r/lZJcEXP8dHWPTmX7iCVSqA/1080x-/20220804/06d0e025a5984c41190a185e3de17657.jpeg
"Toyota Prius C 1 поколение Хетчбэк , 2015",12500$ ,https://i.cars.kg/preview/r/LyPG-OZ8na-vdlFcdlZwMw/1080x-/20220804/282c4bb06e63a9ea4f031b8f7f32acb1.jpg
"Honda CR-V 4 поколение [рестайлинг] Кроссовер , 2014",19000$ ,https://i.cars.kg/preview/r/4Ikq8MJySfijkE33Uf4d_Q/1080x-/20220804/90d5bebd1f472d64732c115e173e45a4.jpg
"Honda Stepwgn 3 поколение [рестайлинг] , 2008",7500$ ,https://i.cars.kg/preview/r/fBqvj8XytwVkWnNO_qngdQ/1080x-/20220804/d98fcaa3ce3391efcd3f5cd0daf9dd8d.jpg
"Toyota Crown S180 [рестайлинг] Седан , 2007",8500$ ,https://i.cars.kg/preview/r/UlmzpKugTwzdk-5NY3WZ8g/1080x-/20220804/539a9b8efef6a6c7ab589bad3e00db36.jpg
"BMW X5 F15 Кроссовер , 2014",29000$ ,https://i.cars.kg/preview/r/65Nvs4IIHyW7cF1a5BcNXQ/1080x-/20220804/82ed600935f99f97fa56061e39ec9a45.jpeg
"Lexus GX 1 поколение Внедорожник , 2008",26500$ ,
"Audi 100 С3 Седан , 1986",2368$ ,https://i.cars.kg/preview/r/dPHqfxBg04-Ib3VXDqpKbw/1080x-/20220803/4c67ccf3a9cc04a7f7ae92782e56540b.jpg
"Mitsubishi Space Star 1 поколение , 2002",2961$ ,https://i.cars.kg/preview/r/WIRqadaaXWXGe9GaaZHM5A/1080x-/20220803/db3ab004b7e766e27cf2d7a2ce90c032.jpg
"Toyota Camry XV40 Седан 4-дв. , 2007",10800$ ,https://i.cars.kg/preview/r/rVWQEYn1MPQu5Tiz4CHtjQ/1080x-/20220803/2e228413ed89a27f5aefc9bdf81ef7c3.jpg
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2020",40000$ ,https://i.cars.kg/preview/r/755Qh91egOpqd4IVlVT47w/1080x-/20220803/5c6f2255752874a61fa2203ab741e9f1.jpg
"Toyota Crown Majesta S180 [рестайлинг] Седан , 2007",14900$ ,https://i.cars.kg/preview/r/SiCkBWosprC8kPJ_YIE1XQ/1080x-/20220803/9e4b40e66e4773cd39855a7dfddb5e3c.jpeg
"Lexus ES 6 поколение [рестайлинг] Седан , 2016",26000$ ,https://i.cars.kg/preview/r/zLm7TiKytHukOq76OC-7tw/1080x-/20220803/319c90e821ed880bfb7e8a07bc205d99.jpg
"BMW 5 серия E60/E61 [рестайлинг] Седан , 2008",10500$ ,https://i.cars.kg/preview/r/6bJzaRsZBZP6gnT_LUMfyQ/1080x-/20220803/0d36f194c6831df60c4b23dd8409e12f.jpg
"Mitsubishi Montero 3 поколение Внедорожник 5-дв. , 2001",8000$ ,https://i.cars.kg/preview/r/QMeR0SKDAGtXrx93dVnNxw/1080x-/20220802/3acb84954d74234e2e7cf9f6ce846ff3.jpg
"Mitsubishi Colt CAO Хетчбэк , 1993",3300$ ,https://i.cars.kg/preview/r/CvYzR227hSv5WdKH2GH2_A/1080x-/20220802/b1cb7a8932624ccb36eeccf0a8138bd5.jpg
"Mercedes-Benz G-Класс W463 [2-й рестайлинг] AMG внедорожник 5-дв. , 2013",75000$ ,https://i.cars.kg/preview/r/8Y9cJUpbjukztoRTDIHftA/1080x-/20220802/afee67fbb7d829d6c6dacee73a0b2034.webp
"Toyota RAV4 , 2020",39000$ ,
"Lexus LX 3 поколение [2-й рестайлинг] Внедорожник , 2016",76000$ ,https://i.cars.kg/preview/r/obBUkbrKk8SHHmaoCjfnoA/1080x-/20220802/29f92076d1e1929a89c89f4a0657f939.webp
"Mercedes-Benz E-Класс W210/S210 [рестайлинг] Седан , 2000",10500$ ,https://i.cars.kg/preview/r/NFkWcaL_dYOA2SIF1sLOHQ/1080x-/20220802/c7c06e997592a6214082f68101737d69.jpeg
"Hyundai Matrix 1 поколение Минивэн , 2003",3553$ ,https://i.cars.kg/preview/r/iKI1R8bQsoyMA5hvcLi3KQ/1080x-/20220802/49b3630f9337dd75d2ad118dc49c98fc.jpg
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",25000$ ,https://i.cars.kg/preview/r/eihzzkix8GGn3MgBSlshOA/1080x-/20220802/246c8ee767a608f5fd91e8a1bac2b236.jpeg
"Mercedes-Benz E-Класс W212/S212/C207/A207 Седан 4-дв. , 2009",12100$ ,https://i.cars.kg/preview/r/tAdxpgcDRjjJs5R3Z7P6Gg/1080x-/20220802/36c77fb234e0f9a798b54f05e345e9e3.jpg
"Daihatsu Cuore L500 3d хетчбэк , 1995",1539$ ,https://i.cars.kg/preview/r/Vb8ZyXqFq71Tc2N5ivew4g/1080x-/20220802/2af53754db1598a6ce76d64e3cbe1295.jpg
"ВАЗ (Lada) 2109 1 поколение Хетчбэк , 1991",829$ ,https://i.cars.kg/preview/r/PwSQgl_W9N6Gi0rVV3yylA/1080x-/20220801/ee4a8444a8e1db448ed400d69d3ea2d8.jpg
"BMW 5 серия E60/E61 Седан , 2004",7500$ ,https://i.cars.kg/preview/r/Cwx6_TGiiAPNJdm3yITREQ/1080x-/20220801/bb1110f451d96b88eb160ec841bf9439.jpg
"Toyota , 2008",23900$ ,https://i.cars.kg/preview/r/sZt3U-UgKlCzDX9Vrvx0kA/1080x-/20220801/f65868dbb9db0027e77cfe569ab70e11.jpg
"Toyota Voxy 1 поколение Минивэн , 2005",6800$ ,https://i.cars.kg/preview/r/2wYtXxsEyUi_hGRCN53NWw/1080x-/20220801/7e1c1e131eb009dc3730c27144d74506.jpg
"Lexus GX 1 поколение Внедорожник , 2005",25500$ ,https://i.cars.kg/preview/r/nVU1BckBhYX0e2upCW9UKQ/1080x-/20220801/235840c781789710f73ec3859f9e8fab.jpg
"Volkswagen Golf 5 поколение Хетчбэк 5-дв. , 2004",4737$ ,https://i.cars.kg/preview/r/61Fp1oiK7XPneVqWUaUFoQ/1080x-/20220801/1a5f67e2acbbedeef1aa3706870676e5.jpg
"Toyota Highlander 3 поколение Кроссовер , 2016",32000$ ,https://i.cars.kg/preview/r/DMgHshncN5z1dGjqpJaAXw/1080x-/20220801/56c228edd03b9ac72de427246e52bd29.jpg
"Toyota Mark II X110 Седан , 2003",7800$ ,https://i.cars.kg/preview/r/xc-aU2LSZqiazRtzmyfIMg/1080x-/20220801/2eda4ff95d5fc7dbc496bd24b7ac4243.jpg
"Mercedes-Benz E-Класс W210/S210 Седан 4-дв. , 1998",7200$ ,https://i.cars.kg/preview/r/EyAE7DTb2MmOd3Z_1UDFUA/1080x-/20220731/6271300266fe6e0c7dc507dfe93bda3c.jpeg
"Toyota RAV4 , 2020",40000$ ,
"Peugeot Boxer , 1991",947$ ,https://i.cars.kg/preview/r/col-UugDWze7aGisuRUx0Q/1080x-/20220731/949065e89e881176b11fc87624585fef.jpg
"Ford Transit , 1989",1658$ ,https://i.cars.kg/preview/r/P9e2vNoFPLt_-y9LtIU_3g/1080x-/20220731/4a2277fea2549584b9bfb4090e1af084.jpg
"Honda Fit 3 поколение Хетчбэк , 2017",12500$ ,https://i.cars.kg/preview/r/H21ytGT2akEQllwz_qu7BQ/1080x-/20220731/02ede9656739f0d0a2d99ebdf03b2be3.jpg
"Mercedes-Benz Viano W639 Микроавтобус , 2005",120000$ ,https://i.cars.kg/preview/r/jHKEw4QhmjaMQzdSvW2caw/1080x-/20220731/de32c60ce7c197665445f51b9d371bed.jpg
